Id	Headline	Tag
5a98a82e410cf7000162ec77	Jared Kushner Flames Out	TOP
5a98b038410cf7000162ec83	Chaos Theory In Oval Office Is Taking a Toll	TOP
5a98b782410cf7000162ec8c	Ivanka Trump’s Brand Building	TOP
5a98bad3410cf7000162ec92	A New Evan Brings a New Balance	NONTOP
5a98be3c410cf7000162ec97	Keeper of the Flame	NONTOP
5a98c59a410cf7000162eca0	‘Atlanta’ Season 2 Premiere: It’s Robbin’ Season	NONTOP
5a98cc62410cf7000162ecae	How Did Europe Freeze As North Pole Warmed Up?	NONTOP
5a98d6f6410cf7000162ecba	Will Russia Meddle in Italy’s Election? Probably No Need	NONTOP
5a9904ad410cf7000162ed28	Astronaut and Spider	NONTOP
5a99129b410cf7000162ed3f	Teaching Activities for: ‘Walmart and Dick’s Raise Minimum Age for Gun Buyers to 21’	NONTOP
5a9920cb410cf7000162ed5b	Is It Harder to Grow Up in the 21st Century Than It Was in the Past?	TOP
5a9920f2410cf7000162ed64	At Heart of Tight Race, Folks Who Picked Trump But Wish They Hadn’t	TOP
5a9920fc410cf7000162ed67	At Graham’s Funeral, Warm Memories and a Little Evangelism	NONTOP
5a992102410cf7000162ed68	Why It’s So Hard to Invest With a Social Conscience	NONTOP
5a99210b410cf7000162ed6a	Oil Was Central in Decision to Shrink Protected Utah Site, Emails Show	TOP
5a992110410cf7000162ed6b	An ‘Annie Hall’ Reboot for the Ages	NONTOP
5a99217b410cf7000162ed6e	Fame Lived and Played Here	NONTOP
5a992b54410cf7000162ed8a	Learning to drive at 62	NONTOP
5a992b56410cf7000162ed8b	I Saw a Genocide in Slow Motion	TOP
5a992b58410cf7000162ed8c	God, Don’t Save the King	TOP
5a992b58410cf7000162ed8d	Go Ahead, Millennials, Destroy Us	TOP
5a992b59410cf7000162ed8e	Why Sessions Is Right to Stand Up to Trump	NONTOP
5a992b5b410cf7000162ed90	The Trump-Russia Story Gets Even Weirder	TOP
5a992ec8410cf7000162ed9e	Unknown	NONTOP
5a992ece410cf7000162ed9f	The Escalation of Love	NONTOP
5a992ed7410cf7000162eda1	Unknown	NONTOP
5a994aed410cf7000162edf4	The Posters You Didn’t See at the Movies	NONTOP
5a994d00410cf7000162ee00	Unknown	NONTOP
5a995c17410cf7000162ee2f	Unknown	TOP
5a995ff9410cf7000162ee3a	Till We Have Faces	NONTOP
5a996715410cf7000162ee55	The Fury  Behind  An Avenger	NONTOP
5a996d3f410cf7000162ee6d	Trump Embraces a Trade War, Which Could Undermine Growth	TOP
5a996fe4410cf7000162ee78	These Are the Pictures of the Year From 2017	NONTOP
5a9972ac410cf7000162ee7e	Unknown	NONTOP
5a99783f410cf7000162ee8f	Lower the Voting Age to 16	TOP
5a99788e47de81a9012095a0	‘RuPaul’s Drag Race All Stars’: A Shocking Elimination	NONTOP
5a9979f247de81a9012095b2	Where Land Meets Sea? On Your Tongue	NONTOP
5a997c10410cf7000162ee96	Late-Career Change: Play It Safe, or Ride It Out?	NONTOP
5a99853447de81a901209634	One Last Creamy, Late-Winter Blast of Taste	NONTOP
5a99914047de81a9012096bb	Tariffs Are Small Economically, but Big Symbolically	NONTOP
5a999bbd410cf7000162eebd	Born in Japan, and Now Made in Brooklyn	NONTOP
5a99a69a47de81a90120973d	‘Elektra’ Shows a Path Forward	NONTOP
5a99a69a47de81a90120973c	Readers React: What Is the Healthiest Way to Feed a Baby?	NONTOP
5a99ad0e47de81a901209755	When Elder Abuse Is Self-Inflicted	TOP
5a99b48547de81a901209783	These Words Are for the Birds: A Crossword Aviary	NONTOP
5a99c2ec410cf7000162eedf	The Clothes Don’t Make  This Group of First Ladies	NONTOP
5a99d78747de81a90120986e	Can Fashion Help Detroit Make a Comeback?	NONTOP
5a99e10e47de81a901209890	Mr. Trump’s Destructive Trade War	TOP
5a99e885410cf7000162eef6	How the Tet Offensive Broke America	NONTOP
5a99f37147de81a9012098cf	A Trump Fawners Almanac	TOP
5a99fa59410cf7000162eefb	The Rise of  Dictatorship  Incorporated	TOP
5a9a01c847de81a9012098fa	5G Cell Service Is Coming. Critics Fear the Stations Will Look Like ‘a Medusa.’	NONTOP
5a9a060247de81a901209906	Charles Wilson, 88, Lauded For Excising Brain Tumors, Sometimes Several in a Day	NONTOP
5a9a0fbc47de81a901209921	Enlightened Sort	NONTOP
5a9a723f410cf7000162ef1d	A Tree Is Planted in Brooklyn, And a Homeowner Is Unhappy	NONTOP
5a9a729047de81a9012099cc	Nakesha’s Demons	TOP
5a9aacc747de81a901209a2d	Trade War, What Is It Good For? Absolutely Nothing	TOP
5a9ad49b47de81a901209a7f	Variety: Acrostic	NONTOP
5a9ae197410cf7000162ef56	Plan for Tariffs Creates Divide In Trump Base	TOP
5a9aefb547de81a901209ac8	The Macroeconomics of Trade War	TOP
5a9af6de47de81a901209ad7	Thugs, Leeches, Shouting and Shoving at Trump Hotel in Panama	TOP
5a9af7c7410cf7000162ef5b	Power to the Parents	TOP
5a9af7c9410cf7000162ef5c	Hooray for Harvey-less Hollywood!	TOP
5a9af7d1410cf7000162ef5e	Romance, Rough Sex or Rape?	TOP
5a9af7d447de81a901209adc	Your Kid’s Phone Is Not Like a Cigarette	NONTOP
5a9af7d247de81a901209ada	The Danger of Waiting for a Wave	TOP
5a9af80b47de81a901209ae4	How Liberals Can Reclaim Nationalism	TOP
5a9affa347de81a901209aed	Make Better Movies Too	TOP
5a9b290647de81a901209b3c	Unknown	NONTOP
5a9b3cdd47de81a901209b66	In West Virginia, the Politicians Fail, and the Teachers Rise	NONTOP
5a9b45aa410cf7000162ef81	A Times Photographer in Italy Must Bring Her Daughter to Work	NONTOP
5a9bc3ca410cf7000162efac	First Lady Is a Fit for Genius Visa. Einstein? Iffy.	NONTOP
5a9bc3d347de81a901209c45	Democrats Face Primary Shove From New Left	TOP
5a9bc3e047de81a901209c46	When Lightning Strikes Back	NONTOP
5a9bc3e347de81a901209c48	Unknown	NONTOP
5a9be568410cf7000162efbb	Roger Bannister, First Athlete to Break the 4-Minute Mile, Is Dead at 88	NONTOP
5a9c240f47de81a901209d25	Expanding Affordable Housing,  Despite the $1 Billion Price Tag	NONTOP
5a9c45ce410cf7000162efef	Hugs, Smiles And a Pistol At the Ready	NONTOP
5a9c469a47de81a901209d6f	A Monster in the Mold Of Hannibal Lecter	NONTOP
5a9c506a410cf7000162eff6	A Big Hollywood Night in a #MeToo Moment	TOP
5a9c527347de81a901209d8d	Mr. Trump’s Problem With Democracy	TOP
5a9c52ea410cf7000162eff8	Angela Merkel is not the ‘leader of the free world’	NONTOP
5a9c5a6e47de81a901209da8	‘President for Life’? Trump’s Remarks About Xi Find Fans in China	NONTOP
5a9c5e7a410cf7000162f000	On Subway Cars for Women, Men Elbow In	NONTOP
5a9c6158410cf7000162f002	To Borrow Trauma Surgeons’ Eyes	NONTOP
5a9c6a86410cf7000162f005	State Dept. Holds Funds Aimed to Fight Meddling	TOP
5a9c6b7f47de81a901209dc9	Silicon Valley Toured the Heartland and Fell in Love	NONTOP
5a9c70a347de81a901209ddd	Wily Trump Aide Nurtures Her Access and Influence	TOP
5a9c767847de81a901209ded	Xi’s Power Grab in China Rattles Europe and Its Hope for an Ally in the Trump Era	NONTOP
5a9c769847de81a901209def	Fervent Defense of Tariffs (Unless Trump Flip-Flops)	NONTOP
5a9c7a7847de81a901209e07	‘Don’t I Know You?’	NONTOP
5a9c7a7947de81a901209e09	What You Might Come Across	NONTOP
5a9c7b4947de81a901209e0e	Can There Be Good Porn?	TOP
5a9c8fb3410cf7000162f01a	Women’s Champions, in Every Way	NONTOP
5a9c954347de81a901209ea8	It Was Only a Matter of Time: Here Comes an App for Fake Videos	NONTOP
5a9c956947de81a901209ea9	Dorm Living for Professionals	TOP
5a9c988247de81a901209ede	Big Banks May Weaken Dodd-Frank Oversight	NONTOP
5a9c9ef7410cf7000162f01f	Letting  Teenagers  Live	NONTOP
5a9ca2df410cf7000162f021	Trump: King of Chaos	TOP
5a9ca2ec47de81a901209f48	Populists Win In Italian Vote, Unsettling E.U.	NONTOP
5a9cb2bc47de81a901209ff9	‘Here and Now’ Season 1, Episode 4: A Binary Organism	NONTOP
5a9cb42347de81a90120a011	‘The Walking Dead’ Season 8, Episode 10 Recap: Talking Trash	NONTOP
5a9d56d947de81a90120a42c	Unknown	NONTOP
5a9d56e347de81a90120a44a	Brain Surgery No Match for HUD, Carson Says	TOP
5a9d5611410cf7000162f03f	The Surrealist Photos of Ralph Gibson	NONTOP
5a9d563147de81a90120a1a6	Americans Might No Longer Prefer Sons Over Daughters	TOP
5a9d563647de81a90120a1b4	Trusted Doctor, Fallen Prosecutor and a Case That Went Untried	NONTOP
5a9d563447de81a90120a1ae	Overshadowed by the Opioid Crisis: A Comeback by Cocaine	NONTOP
5a9d563547de81a90120a1b1	Mickey, Mickey Everywhere	TOP
5a9d563747de81a90120a1b7	A Russian Threat on Two Fronts Meets a U.S. Strategic Void	TOP
5a9d563947de81a90120a1c0	The Most Coveted Hand-Me-Down: An Apartment in the City	NONTOP
5a9d564b47de81a90120a1fc	What’s Going On in This Picture? | March 5, 2018	TOP
5a9d565e47de81a90120a23c	Don’t Worry About Trump’s Tariffs	TOP
5a9d565d47de81a90120a23b	Why Are We Surprised When Buddhists Are Violent?	TOP
5a9d565f47de81a90120a241	The Real Reason the Investor Class Hates Pensions	TOP
5a9d567247de81a90120a28f	Unknown	NONTOP
5a9d567147de81a90120a28a	To Help Children Sleep, Go Dark	NONTOP
5a9d567547de81a90120a293	To Cut Weight: Lose the Diet, Find a Lifestyle	TOP
5a9d569747de81a90120a314	Unknown	NONTOP
5a9d56c6410cf7000162f063	What Is Your Reaction to This Year’s Academy Awards?	NONTOP
5a9d570f410cf7000162f073	Unknown	NONTOP
5a9d5968410cf7000162f07b	Unknown	NONTOP
5a9d6284410cf7000162f088	What the Heck Is That?: SAZERAC	NONTOP
5a9d6b7247de81a90120a5ce	Fast-Moving Yellow Fever Circles Brazil’s Cities	NONTOP
5a9d72fb410cf7000162f090	Unknown	TOP
5a9d77a847de81a90120a631	Much More Than That Cardigan	NONTOP
5a9d7ca447de81a90120a64e	A Linguistic Melting Pot That Can Still Boil Over	NONTOP
5a9d7f6647de81a90120a661	The New Vanguard	NONTOP
5a9d81b5410cf7000162f0a3	Yes, You Can Cook Over a Geyser	NONTOP
5a9d83da47de81a90120a677	Drawn From the Pages of His Life	NONTOP
5a9d866b47de81a90120a68d	A Supercolony of Penguins Has Been Found Near Antarctica	NONTOP
5a9d8eae47de81a90120a6d6	Should Children Play Football?  Family Courts Act as Referees	NONTOP
5a9d90ca47de81a90120a6da	Bring Back Asylums?	NONTOP
5a9d93ba47de81a90120a6e3	Heart: Extend Life With Exercise	NONTOP
5a9d95e647de81a90120a6ed	‘A Neutral Guy’ Steering Closer To Israel’s Side	TOP
5a9d970f47de81a90120a6f9	This Hummingbird Chirps Like an Insect. Can It Hear Its Own Sound?	NONTOP
5a9d9a9747de81a90120a711	De Blasio Names 2nd Schools Chief in One Week	NONTOP
5a9da2c9410cf7000162f0b7	Women, Booze and the Vote	NONTOP
5a9dab5f47de81a90120a7ae	Ex-Trump Aide Says He’ll Refuse Grand Jury Order. Or Not.	TOP
5a9db26347de81a90120a7cc	Judge Wants to Solve the Opioid Crisis, and Fast	NONTOP
5a9dc9d547de81a90120a928	Donald Trump’s Tunnel Vision	NONTOP
5a9dcbfd47de81a90120a93b	How to Stretch a Dollar	NONTOP
5a9dcc0847de81a90120a93d	A Ranting  Old Guy  With Nukes	TOP
5a9ddfcd47de81a90120a999	Why Data Nerds Love Election Nights	NONTOP
5a9dead647de81a90120a9cb	The Chaos After Trump	TOP
5a9ded3d410cf7000162f0ec	A Respected Educator, With a Mariachi Song on His Lips	NONTOP
5a9dee8d47de81a90120a9dd	Big Investors Could Sway Gunmakers	NONTOP
5a9df2d7410cf7000162f0f2	The Teachers Revolt in West Virginia	TOP
5a9df339410cf7000162f0f3	Trump Resolute As G.O.P. Leaders Criticize Tariffs	TOP
5a9e00d2410cf7000162f0f9	Immigrant Women and What’s Left Behind	NONTOP
5a9e043e47de81a90120aa27	‘The Alienist’ Season 1, Episode 7: A Devil’s Bargain	NONTOP
5a9e0441410cf7000162f0fc	Part of Who I Am	NONTOP
5a9e0db0410cf7000162f0fe	Italy’s five-star electoral performance	TOP
5a9e3cf347de81a90120aad2	Dogs of Instagram	NONTOP
5a9e439a47de81a90120aae4	These Spiders Hunt Other Spiders	NONTOP
5a9e4b41410cf7000162f12d	Do You Think You Might Like Communal Living When You’re an Adult?	NONTOP
5a9e4d4a47de81a90120aafe	Stephen Colbert Is Delighted by Ex-Trump Aide Sam Nunberg’s Media Tour	NONTOP
5a9e598a47de81a90120ab23	Teaching Activities for: ‘National Identity Is Made Up’	NONTOP
5a9e66d547de81a90120ab46	Unknown	NONTOP
5a9e670847de81a90120ab4c	Former Terrorist, and Prize Witness, Struggles to Make Ends Meet	NONTOP
5a9e671947de81a90120ab4e	Highs and Lows in an Artificial American Paradise	NONTOP
5a9e671d410cf7000162f143	Montreal’s Not-So-Secret Chord	NONTOP
5a9e6725410cf7000162f144	Fighting Poverty, Drugs and Even Violence, All on a Teacher’s Salary	NONTOP
5a9e6731410cf7000162f145	Exposed: Ways to Remedy a Lagging Brick Wall	NONTOP
5a9e6734410cf7000162f146	Conservatives Find New Foil In Culture Wars: Silicon Valley	NONTOP
5a9e674247de81a90120ab54	‘Decolonizing’ Roller Derby? Team Indigenous Takes Up the Challenge	NONTOP
5a9e715547de81a90120ab6f	Who Threw Westmoreland Under the Bus?	NONTOP
5a9e715347de81a90120ab6e	Who’s in Charge in West Virginia?	NONTOP
5a9e74e647de81a90120ab7d	Brands that define luxury	NONTOP
5a9e74e847de81a90120ab7f	Unknown	NONTOP
5a9e7534410cf7000162f158	Here to Help; How to Talk to Your Child’s Doctor About Alternative Medicine	NONTOP
5a9e7b9847de81a90120abaa	Unknown	TOP
5a9e82cb47de81a90120abd6	How Much Can Primaries Predict the General Election?	NONTOP
5a9e9f9c47de81a90120ac5d	Unknown	NONTOP
5a9eab0c47de81a90120aca1	Unknown	NONTOP
5a9ebd6f47de81a90120ad1b	Sound Barriers: The Shape of Your Ears Affects What You Hear	NONTOP
5a9ebea6410cf7000162f1ad	Modern Art and Lame Duck	NONTOP
5a9ec95547de81a90120ad73	Unknown	NONTOP
5a9ecc2e410cf7000162f1c1	Fans of a Chef Go All In	NONTOP
5a9ed46c47de81a90120adc9	Jurors in Corruption Trial Are Deadlocked. Judge Says Keep Trying.	NONTOP
5a9edcfc47de81a90120adff	Google Researchers Say They’re Learning How Machines Learn	NONTOP
5a9eede147de81a90120ae67	The Best Way to Monitor Your Blood Pressure? Do It Yourself	NONTOP
5a9ef25247de81a90120ae79	Some Hope From North Korea	TOP
5a9ef48e47de81a90120ae89	My Grandfather’s Memory Book	NONTOP
5a9ef87747de81a90120aea3	OpenTable Says Employee Used Rival Service to Book Hundreds of Fake Restaurant Reservations	NONTOP
5a9f014347de81a90120aedf	Alan Gershwin, Who Built Career on Claim to a Famous Father, Dies at 91	NONTOP
5a9f161e410cf7000162f205	Top Economic Adviser to Quit After Tariff Dispute	TOP
5a9f1ce647de81a90120af6f	F.D.A. Approves a Gene Test for Cancer	NONTOP
5a9f1d79410cf7000162f20f	Unknown	NONTOP
5a9f234147de81a90120af9c	For the Mayor, a Crash That Killed 2 Children Strikes Close to Home	NONTOP
5a9f296447de81a90120afb5	Adviser to U.A.E. Is Cooperating In Mueller’s Inquiry Into Russia	NONTOP
5a9f296d47de81a90120afb7	Exaggerated  And Misleading Claims on Trade	NONTOP
5a9f2a6647de81a90120afc1	‘Millennial’ Means Nothing	TOP
5a9f2da247de81a90120afd1	U.S. and China Battle for Edge In Technology	NONTOP
5a9f2e1047de81a90120afd6	No Quick Fix for Mental Illness	TOP
5a9f2f4e47de81a90120afdf	In Nanny Trial, a Jury Views Photographs  Of a ‘Horrendous’ Scene	NONTOP
5a9f31ba47de81a90120aff8	An Important Voice for Free Trade Proponents Goes Silent	TOP
5a9f35d347de81a90120b012	Trump Is in Familiar Predicament	NONTOP
5a9f398c410cf7000162f224	Turn Prisons Into Colleges	TOP
5a9f3a74410cf7000162f225	Memo to the  President on  Saudi Arabia	TOP
5a9f3bfd47de81a90120b047	Offer From North Korea To Enter Nuclear Talks  With U.S. Raises Hopes	NONTOP
5a9f420d47de81a90120b063	Gary Cohn Joins the Exodus	TOP
5a9f47b647de81a90120b07e	Justice Dept. Sues California Over State Immigration Laws	TOP
5a9f556e410cf7000162f231	Unknown	TOP
5a9f55be47de81a90120b0cb	Driving Test Challenge	NONTOP
5a9f76de410cf7000162f242	A Cross-Generational Friendship, Thanks to an ‘Annie Hall’ Remake	NONTOP
5a9f86f647de81a90120b142	Texas Democrats Surge to Polls, in Show of Anti-Trump Sentiment	NONTOP
5a9f9c0c47de81a90120b179	Family Tree	NONTOP
5a9fa79c47de81a90120b19c	Unknown	NONTOP
5a9faa3647de81a90120b1a6	The Earliest Days of American Photography	NONTOP
5a9fb845410cf7000162f27d	Should the Voting Age Be Lowered to 16?	NONTOP
5a9fb864410cf7000162f281	Yesterday’s News Today: Deep, Informed, Accurate and Inky	TOP
5a9fb86447de81a90120b1d1	Suddenly, the G.O.P. Remembers All Its Doubts on Trump	TOP
5a9fb86847de81a90120b1d3	A Champion of American Art	NONTOP
5a9fb86947de81a90120b1d4	Angels Onstage. Devils in the Details.	NONTOP
5a9fb86c410cf7000162f282	Feeble, Little Time to Live, and Still Stuck Behind Bars	NONTOP
5a9fb870410cf7000162f283	Unknown	NONTOP
5a9fb89847de81a90120b1da	Simon and Garfunkel Remember It Well	NONTOP
5a9fc12f410cf7000162f28a	Unknown	NONTOP
5a9fc2c247de81a90120b208	The Autumn of the Oscars	TOP
5a9fc2c947de81a90120b209	Behind the Selfie	NONTOP
5a9fc63c410cf7000162f28f	Being a Sober Parent in a Wine Mom Culture	TOP
5a9fc63d47de81a90120b223	To Boost Sports Performance (and Annoy Your Opponents), Grunt	NONTOP
5a9fd70e410cf7000162f29e	Cranberries, T-Shirts and Bourbon: E.U. Vows Array of Tariffs to Fight Trump’s	TOP
5a9fe3e347de81a90120b2a4	Kim’s Arsenal Now Includes Diplomatic Charm	NONTOP
5a9ff08747de81a90120b2de	U.S. Holocaust Museum Revokes Award Over Rohingya Crisis	NONTOP
5a9ff0c247de81a90120b2e5	$650,000 Homes in Massachusetts, Texas and Pennsylvania	NONTOP
5a9ff15347de81a90120b2f1	Unknown	NONTOP
5a9ff7a747de81a90120b317	House Hunting in … Scotland	NONTOP
5a9ffb2047de81a90120b32e	Proposal to Limit Traffic Adds $50 Charge to Uber	NONTOP
5a9ffe8a47de81a90120b341	Low-Cost Housing Pioneer Wins Pritzker	NONTOP
5aa0024e47de81a90120b36d	Canada’s Tech Scene: Much More Than the Instant Pot	NONTOP
5aa01981410cf7000162f2e7	Forests Protect the Climate. A Future With More Storms Would Mean Trouble.	NONTOP
5aa01adc47de81a90120b430	How the Spoils Were Doled Out to Trump Campaign Workers and Allies	NONTOP
5aa01e30410cf7000162f2ec	A Fashion Blogger  With a Message	NONTOP
5aa01e63410cf7000162f2ed	Cohn’s Departure Widens Policy Rift Between Party and President	NONTOP
5aa02638410cf7000162f2f9	Nerve Agent Was Used in Poisoning of Russian Ex-Spy, British Police Say	TOP
5aa02a7e47de81a90120b4ae	Sessions Scolds California in Immigration Speech: ‘We Have a Problem’	TOP
5aa0305b47de81a90120b4d2	Yale Student Is Found Not Guilty in a Rare College Rape Trial	TOP
5aa031e947de81a90120b4de	Exemptions Seen As Way to Handle Tariff for Allies	TOP
5aa038ad47de81a90120b507	For Arthritis Pain, Nonopioid Drugs Work as Well as Opioids	NONTOP
5aa04c5147de81a90120b569	The Weird World Inside a Pitcher Plant	NONTOP
5aa04e6747de81a90120b571	Gary Cohn’s Breaking Point	TOP
5aa0545d47de81a90120b592	The West Virginia Teacher Strike Was Just the Start	TOP
5aa0577447de81a90120b5ac	The Power to Change the World: A Teaching Unit on Student Activism in History and Today	NONTOP
5aa0590e47de81a90120b5b4	Probiotics and Fish Oil During Pregnancy May Curb Allergies in Kids	NONTOP
5aa05cb147de81a90120b5cd	Nunberg Says He’s Ready to Cooperate	NONTOP
5aa066c447de81a90120b609	Unknown	NONTOP
5aa06ef447de81a90120b63a	Touch of Home on Wall Street	NONTOP
5aa07818410cf7000162f340	Porn Actress’s Trump Claims Shift, Noisily, to Legal System	TOP
5aa07926410cf7000162f342	Potential Complications in Asking Witnesses if They Had Been ‘Nice’	TOP
5aa0798147de81a90120b658	New Consideration for Old Trends	NONTOP
5aa07bdc47de81a90120b660	Mr. Trump, Here’s a Hero; It’s Your Turn!	TOP
5aa07de647de81a90120b665	North Atlantic Right Whales Are Near Extinction. We Can Avert It.	NONTOP
5aa081d947de81a90120b67d	Not Gun Control, but Alarms, Cameras and Bulletproof Doors	TOP
5aa08f6c47de81a90120b6ac	Aides’ Exodus Leaves Trump To His Instinct	NONTOP
5aa0992947de81a90120b6c8	Behind Xi’s Power Grab: Stealth, Speed and Guile	NONTOP
5aa0a3b647de81a90120b6de	Poking Fun and Punching Holes	NONTOP
5aa0a4a3410cf7000162f364	The Snow Before the Storm	NONTOP
5aa0a735410cf7000162f367	A Sucker for Vampire Stories	NONTOP
5aa0bc4e47de81a90120b715	‘The Assassination of Gianni Versace’ Episode 7: Asians With Attitude	NONTOP
5aa0bfd747de81a90120b717	Unknown	NONTOP
5aa0c35f47de81a90120b71e	‘I Hope  I’ll Stick  Around  For a  While’	TOP
5aa0c9c747de81a90120b742	How the ‘Overlooked’ Project Was Born	NONTOP
5aa0ea0547de81a90120b7b5	How to Cut Down on Unwanted Junk Mail	NONTOP
5aa0ed8647de81a90120b7c1	Peek	NONTOP
5aa0ed8b47de81a90120b7c2	A Trade Skirmish May Not Mean a Trade War Is Near	NONTOP
5aa0fb96410cf7000162f3a3	Teaching Activities for: ‘Google Researchers Are Learning How Machines Learn’	NONTOP
5aa0fb9e47de81a90120b7ef	Beauty, Pride and Power in Photos by Lola Flash	NONTOP
5aa109a7410cf7000162f3ad	Should Prisons Offer Incarcerated People Education Opportunities?	NONTOP
5aa109af47de81a90120b819	Crisis Below the Streets Masks Headaches Above	NONTOP
5aa109b0410cf7000162f3ae	36 Hours in Auckland	NONTOP
5aa109b747de81a90120b824	Fighting for a Town’s Life	TOP
